"District","FIPS","Year","Grade","Measure Type","Variable","Value"
"Newington School District","900352140","2019-2020","Grade 9","Percent","Chronically Absent Students",7
"Newington School District","900352140","2019-2020","Grade 10","Percent","Chronically Absent Students",13.8
"Newington School District","900352140","2019-2020","Grade 11","Percent","Chronically Absent Students",11
"Newington School District","900352140","2019-2020","Grade 12","Percent","Chronically Absent Students",13.6
"Newtown School District","900152980","2011-2012","Kindergarten","Percent","Chronically Absent Students",3.7
"Newtown School District","900152980","2011-2012","Grade 1","Percent","Chronically Absent Students",3.6
"Newtown School District","900152980","2011-2012","Grade 2","Percent","Chronically Absent Students",3.3
"Newtown School District","900152980","2011-2012","Grade 3","Percent","Chronically Absent Students",1.6
"Newtown School District","900152980","2011-2012","Grade 4","Percent","Chronically Absent Students",2.5
"Newtown School District","900152980","2011-2012","Grade 5","Percent","Chronically Absent Students",2.2
"Newtown School District","900152980","2011-2012","Grade 6","Percent","Chronically Absent Students",3.1
"Newtown School District","900152980","2011-2012","Grade 7","Percent","Chronically Absent Students",4.7
"Newtown School District","900152980","2011-2012","Grade 8","Percent","Chronically Absent Students",3.7
"Newtown School District","900152980","2011-2012","Grade 9","Percent","Chronically Absent Students",2.4
"Newtown School District","900152980","2011-2012","Grade 10","Percent","Chronically Absent Students",1.6
"Newtown School District","900152980","2011-2012","Grade 11","Percent","Chronically Absent Students",1.5
"Newtown School District","900152980","2011-2012","Grade 12","Percent","Chronically Absent Students",2.1
"Newtown School District","900152980","2012-2013","Kindergarten","Percent","Chronically Absent Students",5.5
"Newtown School District","900152980","2012-2013","Grade 1","Percent","Chronically Absent Students",5.2
"Newtown School District","900152980","2012-2013","Grade 2","Percent","Chronically Absent Students",5.6
"Newtown School District","900152980","2012-2013","Grade 3","Percent","Chronically Absent Students",5.3
"Newtown School District","900152980","2012-2013","Grade 4","Percent","Chronically Absent Students",2.2
"Newtown School District","900152980","2012-2013","Grade 5","Percent","Chronically Absent Students",5
"Newtown School District","900152980","2012-2013","Grade 6","Percent","Chronically Absent Students",4.8
"Newtown School District","900152980","2012-2013","Grade 7","Percent","Chronically Absent Students",8.1
"Newtown School District","900152980","2012-2013","Grade 8","Percent","Chronically Absent Students",9.1
"Newtown School District","900152980","2012-2013","Grade 9","Percent","Chronically Absent Students",2.3
"Newtown School District","900152980","2012-2013","Grade 10","Percent","Chronically Absent Students",3.7
"Newtown School District","900152980","2012-2013","Grade 11","Percent","Chronically Absent Students",2.6
"Newtown School District","900152980","2012-2013","Grade 12","Percent","Chronically Absent Students",5.4
"Newtown School District","900152980","2013-2014","Kindergarten","Percent","Chronically Absent Students",3.7
"Newtown School District","900152980","2013-2014","Grade 1","Percent","Chronically Absent Students",5.2
"Newtown School District","900152980","2013-2014","Grade 2","Percent","Chronically Absent Students",5.2
"Newtown School District","900152980","2013-2014","Grade 3","Percent","Chronically Absent Students",4.2
"Newtown School District","900152980","2013-2014","Grade 4","Percent","Chronically Absent Students",4.5
"Newtown School District","900152980","2013-2014","Grade 5","Percent","Chronically Absent Students",3.7
"Newtown School District","900152980","2013-2014","Grade 6","Percent","Chronically Absent Students",3.8
"Newtown School District","900152980","2013-2014","Grade 7","Percent","Chronically Absent Students",8
"Newtown School District","900152980","2013-2014","Grade 8","Percent","Chronically Absent Students",6.4
"Newtown School District","900152980","2013-2014","Grade 9","Percent","Chronically Absent Students",1.7
"Newtown School District","900152980","2013-2014","Grade 10","Percent","Chronically Absent Students",2.3
"Newtown School District","900152980","2013-2014","Grade 11","Percent","Chronically Absent Students",3.1
"Newtown School District","900152980","2013-2014","Grade 12","Percent","Chronically Absent Students",5.3
"Newtown School District","900152980","2014-2015","Kindergarten","Percent","Chronically Absent Students",3.4
"Newtown School District","900152980","2014-2015","Grade 1","Percent","Chronically Absent Students",-9999
"Newtown School District","900152980","2014-2015","Grade 2","Percent","Chronically Absent Students",2.5
"Newtown School District","900152980","2014-2015","Grade 3","Percent","Chronically Absent Students",3
"Newtown School District","900152980","2014-2015","Grade 4","Percent","Chronically Absent Students",2.4
"Newtown School District","900152980","2014-2015","Grade 5","Percent","Chronically Absent Students",3.5
"Newtown School District","900152980","2014-2015","Grade 6","Percent","Chronically Absent Students",-9999
"Newtown School District","900152980","2014-2015","Grade 7","Percent","Chronically Absent Students",6
"Newtown School District","900152980","2014-2015","Grade 8","Percent","Chronically Absent Students",7
"Newtown School District","900152980","2014-2015","Grade 9","Percent","Chronically Absent Students",2.1
"Newtown School District","900152980","2014-2015","Grade 10","Percent","Chronically Absent Students",4.5
"Newtown School District","900152980","2014-2015","Grade 11","Percent","Chronically Absent Students",5.5
"Newtown School District","900152980","2014-2015","Grade 12","Percent","Chronically Absent Students",4.1
"Newtown School District","900152980","2015-2016","Kindergarten","Percent","Chronically Absent Students",4.5
"Newtown School District","900152980","2015-2016","Grade 1","Percent","Chronically Absent Students",-9999
"Newtown School District","900152980","2015-2016","Grade 2","Percent","Chronically Absent Students",3.5
"Newtown School District","900152980","2015-2016","Grade 3","Percent","Chronically Absent Students",2.4
"Newtown School District","900152980","2015-2016","Grade 4","Percent","Chronically Absent Students",3.7
"Newtown School District","900152980","2015-2016","Grade 5","Percent","Chronically Absent Students",3.2
"Newtown School District","900152980","2015-2016","Grade 6","Percent","Chronically Absent Students",3.1
"Newtown School District","900152980","2015-2016","Grade 7","Percent","Chronically Absent Students",3.3
"Newtown School District","900152980","2015-2016","Grade 8","Percent","Chronically Absent Students",7.9
"Newtown School District","900152980","2015-2016","Grade 9","Percent","Chronically Absent Students",2.7
"Newtown School District","900152980","2015-2016","Grade 10","Percent","Chronically Absent Students",3.8
"Newtown School District","900152980","2015-2016","Grade 11","Percent","Chronically Absent Students",5.9
"Newtown School District","900152980","2015-2016","Grade 12","Percent","Chronically Absent Students",9.6
"Newtown School District","900152980","2016-2017","Kindergarten","Percent","Chronically Absent Students",4.3
"Newtown School District","900152980","2016-2017","Grade 1","Percent","Chronically Absent Students",3
"Newtown School District","900152980","2016-2017","Grade 2","Percent","Chronically Absent Students",-9999
"Newtown School District","900152980","2016-2017","Grade 3","Percent","Chronically Absent Students",-9999
"Newtown School District","900152980","2016-2017","Grade 4","Percent","Chronically Absent Students",3.3
"Newtown School District","900152980","2016-2017","Grade 5","Percent","Chronically Absent Students",2.2
"Newtown School District","900152980","2016-2017","Grade 6","Percent","Chronically Absent Students",2.9
"Newtown School District","900152980","2016-2017","Grade 7","Percent","Chronically Absent Students",5
"Newtown School District","900152980","2016-2017","Grade 8","Percent","Chronically Absent Students",4
"Newtown School District","900152980","2016-2017","Grade 9","Percent","Chronically Absent Students",4.7
"Newtown School District","900152980","2016-2017","Grade 10","Percent","Chronically Absent Students",2.7
"Newtown School District","900152980","2016-2017","Grade 11","Percent","Chronically Absent Students",5.4
"Newtown School District","900152980","2016-2017","Grade 12","Percent","Chronically Absent Students",7.9
"Newtown School District","900152980","2017-2018","Kindergarten","Percent","Chronically Absent Students",3.7
"Newtown School District","900152980","2017-2018","Grade 1","Percent","Chronically Absent Students",4.8
"Newtown School District","900152980","2017-2018","Grade 2","Percent","Chronically Absent Students",3.5
"Newtown School District","900152980","2017-2018","Grade 3","Percent","Chronically Absent Students",-9999
"Newtown School District","900152980","2017-2018","Grade 4","Percent","Chronically Absent Students",-9999
"Newtown School District","900152980","2017-2018","Grade 5","Percent","Chronically Absent Students",4.3
"Newtown School District","900152980","2017-2018","Grade 6","Percent","Chronically Absent Students",3.3
"Newtown School District","900152980","2017-2018","Grade 7","Percent","Chronically Absent Students",6.3
"Newtown School District","900152980","2017-2018","Grade 8","Percent","Chronically Absent Students",6.3
"Newtown School District","900152980","2017-2018","Grade 9","Percent","Chronically Absent Students",3.7
"Newtown School District","900152980","2017-2018","Grade 10","Percent","Chronically Absent Students",4.2
"Newtown School District","900152980","2017-2018","Grade 11","Percent","Chronically Absent Students",5.6
"Newtown School District","900152980","2017-2018","Grade 12","Percent","Chronically Absent Students",3.5
"Newtown School District","900152980","2018-2019","Kindergarten","Percent","Chronically Absent Students",5.9
"Newtown School District","900152980","2018-2019","Grade 1","Percent","Chronically Absent Students",2.3
"Newtown School District","900152980","2018-2019","Grade 2","Percent","Chronically Absent Students",5.6
"Newtown School District","900152980","2018-2019","Grade 3","Percent","Chronically Absent Students",2.1
"Newtown School District","900152980","2018-2019","Grade 4","Percent","Chronically Absent Students",2.9
"Newtown School District","900152980","2018-2019","Grade 5","Percent","Chronically Absent Students",2.5
"Newtown School District","900152980","2018-2019","Grade 6","Percent","Chronically Absent Students",2.3
"Newtown School District","900152980","2018-2019","Grade 7","Percent","Chronically Absent Students",3.5
"Newtown School District","900152980","2018-2019","Grade 8","Percent","Chronically Absent Students",6.6
"Newtown School District","900152980","2018-2019","Grade 9","Percent","Chronically Absent Students",4.4
"Newtown School District","900152980","2018-2019","Grade 10","Percent","Chronically Absent Students",3.6
"Newtown School District","900152980","2018-2019","Grade 11","Percent","Chronically Absent Students",5
"Newtown School District","900152980","2018-2019","Grade 12","Percent","Chronically Absent Students",8.5
"Newtown School District","900152980","2019-2020","Kindergarten","Percent","Chronically Absent Students",4.8
"Newtown School District","900152980","2019-2020","Grade 1","Percent","Chronically Absent Students",5.4
"Newtown School District","900152980","2019-2020","Grade 2","Percent","Chronically Absent Students",6
"Newtown School District","900152980","2019-2020","Grade 3","Percent","Chronically Absent Students",4.9
"Newtown School District","900152980","2019-2020","Grade 4","Percent","Chronically Absent Students",4.5
"Newtown School District","900152980","2019-2020","Grade 5","Percent","Chronically Absent Students",3.6
"Newtown School District","900152980","2019-2020","Grade 6","Percent","Chronically Absent Students",4.9
"Newtown School District","900152980","2019-2020","Grade 7","Percent","Chronically Absent Students",5.8
"Newtown School District","900152980","2019-2020","Grade 8","Percent","Chronically Absent Students",7.3
"Newtown School District","900152980","2019-2020","Grade 9","Percent","Chronically Absent Students",5.7
"Newtown School District","900152980","2019-2020","Grade 10","Percent","Chronically Absent Students",6.7
"Newtown School District","900152980","2019-2020","Grade 11","Percent","Chronically Absent Students",5.2
"Newtown School District","900152980","2019-2020","Grade 12","Percent","Chronically Absent Students",7.9
"Norfolk School District","","2011-2012","Kindergarten","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2011-2012","Grade 1","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2011-2012","Grade 2","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2011-2012","Grade 3","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2011-2012","Grade 4","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2011-2012","Grade 5","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2011-2012","Grade 6","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2011-2012","Grade 7","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2011-2012","Grade 8","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2011-2012","Grade 9","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2011-2012","Grade 10","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2011-2012","Grade 11","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2011-2012","Grade 12","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2012-2013","Kindergarten","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2012-2013","Grade 1","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2012-2013","Grade 2","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2012-2013","Grade 3","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2012-2013","Grade 4","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2012-2013","Grade 5","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2012-2013","Grade 6","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2012-2013","Grade 7","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2012-2013","Grade 8","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2012-2013","Grade 9","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2012-2013","Grade 10","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2012-2013","Grade 11","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2012-2013","Grade 12","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2013-2014","Kindergarten","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2013-2014","Grade 1","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2013-2014","Grade 2","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2013-2014","Grade 3","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2013-2014","Grade 4","Percent","Chronically Absent Students",0
"Norfolk School District","","2013-2014","Grade 5","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2013-2014","Grade 6","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2013-2014","Grade 7","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2013-2014","Grade 8","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2013-2014","Grade 9","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2013-2014","Grade 10","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2013-2014","Grade 11","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2013-2014","Grade 12","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2014-2015","Kindergarten","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2014-2015","Grade 1","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2014-2015","Grade 2","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2014-2015","Grade 3","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2014-2015","Grade 4","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2014-2015","Grade 5","Percent","Chronically Absent Students",0
"Norfolk School District","","2014-2015","Grade 6","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2014-2015","Grade 7","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2014-2015","Grade 8","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2014-2015","Grade 9","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2014-2015","Grade 10","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2014-2015","Grade 11","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2014-2015","Grade 12","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2015-2016","Kindergarten","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2015-2016","Grade 1","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2015-2016","Grade 2","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2015-2016","Grade 3","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2015-2016","Grade 4","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2015-2016","Grade 5","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2015-2016","Grade 6","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2015-2016","Grade 7","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2015-2016","Grade 8","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2015-2016","Grade 9","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2015-2016","Grade 10","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2015-2016","Grade 11","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2015-2016","Grade 12","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2016-2017","Kindergarten","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2016-2017","Grade 1","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2016-2017","Grade 2","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2016-2017","Grade 3","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2016-2017","Grade 4","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2016-2017","Grade 5","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2016-2017","Grade 6","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2016-2017","Grade 7","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2016-2017","Grade 8","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2016-2017","Grade 9","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2016-2017","Grade 10","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2016-2017","Grade 11","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2016-2017","Grade 12","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2017-2018","Kindergarten","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2017-2018","Grade 1","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2017-2018","Grade 2","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2017-2018","Grade 3","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2017-2018","Grade 4","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2017-2018","Grade 5","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2017-2018","Grade 6","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2017-2018","Grade 7","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2017-2018","Grade 8","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2017-2018","Grade 9","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2017-2018","Grade 10","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2017-2018","Grade 11","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2017-2018","Grade 12","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2018-2019","Kindergarten","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2018-2019","Grade 1","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2018-2019","Grade 2","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2018-2019","Grade 3","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2018-2019","Grade 4","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2018-2019","Grade 5","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2018-2019","Grade 6","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2018-2019","Grade 7","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2018-2019","Grade 8","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2018-2019","Grade 9","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2018-2019","Grade 10","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2018-2019","Grade 11","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2018-2019","Grade 12","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2019-2020","Kindergarten","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2019-2020","Grade 1","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2019-2020","Grade 2","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2019-2020","Grade 3","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2019-2020","Grade 4","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2019-2020","Grade 5","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2019-2020","Grade 6","Percent","Chronically Absent Students",-9999
"Norfolk School District","","2019-2020","Grade 7","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2019-2020","Grade 8","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2019-2020","Grade 9","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2019-2020","Grade 10","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2019-2020","Grade 11","Percent","Chronically Absent Students",-6666
"Norfolk School District","","2019-2020","Grade 12","Percent","Chronically Absent Students",-6666
"North Branford School District","900953890","2011-2012","Kindergarten","Percent","Chronically Absent Students",8.5
"North Branford School District","900953890","2011-2012","Grade 1","Percent","Chronically Absent Students",4.7
"North Branford School District","900953890","2011-2012","Grade 2","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2011-2012","Grade 3","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2011-2012","Grade 4","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2011-2012","Grade 5","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2011-2012","Grade 6","Percent","Chronically Absent Students",4.7
"North Branford School District","900953890","2011-2012","Grade 7","Percent","Chronically Absent Students",5.3
"North Branford School District","900953890","2011-2012","Grade 8","Percent","Chronically Absent Students",6.3
"North Branford School District","900953890","2011-2012","Grade 9","Percent","Chronically Absent Students",21.8
"North Branford School District","900953890","2011-2012","Grade 10","Percent","Chronically Absent Students",33.8
"North Branford School District","900953890","2011-2012","Grade 11","Percent","Chronically Absent Students",45.6
"North Branford School District","900953890","2011-2012","Grade 12","Percent","Chronically Absent Students",64.3
"North Branford School District","900953890","2012-2013","Kindergarten","Percent","Chronically Absent Students",5.5
"North Branford School District","900953890","2012-2013","Grade 1","Percent","Chronically Absent Students",4.6
"North Branford School District","900953890","2012-2013","Grade 2","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2012-2013","Grade 3","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2012-2013","Grade 4","Percent","Chronically Absent Students",3.9
"North Branford School District","900953890","2012-2013","Grade 5","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2012-2013","Grade 6","Percent","Chronically Absent Students",4.5
"North Branford School District","900953890","2012-2013","Grade 7","Percent","Chronically Absent Students",8
"North Branford School District","900953890","2012-2013","Grade 8","Percent","Chronically Absent Students",6.8
"North Branford School District","900953890","2012-2013","Grade 9","Percent","Chronically Absent Students",24.3
"North Branford School District","900953890","2012-2013","Grade 10","Percent","Chronically Absent Students",21.1
"North Branford School District","900953890","2012-2013","Grade 11","Percent","Chronically Absent Students",41.2
"North Branford School District","900953890","2012-2013","Grade 12","Percent","Chronically Absent Students",57.9
"North Branford School District","900953890","2013-2014","Kindergarten","Percent","Chronically Absent Students",5.8
"North Branford School District","900953890","2013-2014","Grade 1","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2013-2014","Grade 2","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2013-2014","Grade 3","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2013-2014","Grade 4","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2013-2014","Grade 5","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2013-2014","Grade 6","Percent","Chronically Absent Students",5.5
"North Branford School District","900953890","2013-2014","Grade 7","Percent","Chronically Absent Students",5.6
"North Branford School District","900953890","2013-2014","Grade 8","Percent","Chronically Absent Students",4.8
"North Branford School District","900953890","2013-2014","Grade 9","Percent","Chronically Absent Students",13.7
"North Branford School District","900953890","2013-2014","Grade 10","Percent","Chronically Absent Students",7.1
"North Branford School District","900953890","2013-2014","Grade 11","Percent","Chronically Absent Students",5.9
"North Branford School District","900953890","2013-2014","Grade 12","Percent","Chronically Absent Students",7.4
"North Branford School District","900953890","2014-2015","Kindergarten","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2014-2015","Grade 1","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2014-2015","Grade 2","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2014-2015","Grade 3","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2014-2015","Grade 4","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2014-2015","Grade 5","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2014-2015","Grade 6","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2014-2015","Grade 7","Percent","Chronically Absent Students",4.9
"North Branford School District","900953890","2014-2015","Grade 8","Percent","Chronically Absent Students",8.1
"North Branford School District","900953890","2014-2015","Grade 9","Percent","Chronically Absent Students",4.6
"North Branford School District","900953890","2014-2015","Grade 10","Percent","Chronically Absent Students",8
"North Branford School District","900953890","2014-2015","Grade 11","Percent","Chronically Absent Students",4.3
"North Branford School District","900953890","2014-2015","Grade 12","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2015-2016","Kindergarten","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2015-2016","Grade 1","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2015-2016","Grade 2","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2015-2016","Grade 3","Percent","Chronically Absent Students",5
"North Branford School District","900953890","2015-2016","Grade 4","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2015-2016","Grade 5","Percent","Chronically Absent Students",4.8
"North Branford School District","900953890","2015-2016","Grade 6","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2015-2016","Grade 7","Percent","Chronically Absent Students",3.8
"North Branford School District","900953890","2015-2016","Grade 8","Percent","Chronically Absent Students",4.3
"North Branford School District","900953890","2015-2016","Grade 9","Percent","Chronically Absent Students",9.1
"North Branford School District","900953890","2015-2016","Grade 10","Percent","Chronically Absent Students",7.4
"North Branford School District","900953890","2015-2016","Grade 11","Percent","Chronically Absent Students",9.6
"North Branford School District","900953890","2015-2016","Grade 12","Percent","Chronically Absent Students",10.6
"North Branford School District","900953890","2016-2017","Kindergarten","Percent","Chronically Absent Students",5
"North Branford School District","900953890","2016-2017","Grade 1","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2016-2017","Grade 2","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2016-2017","Grade 3","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2016-2017","Grade 4","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2016-2017","Grade 5","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2016-2017","Grade 6","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2016-2017","Grade 7","Percent","Chronically Absent Students",4.4
"North Branford School District","900953890","2016-2017","Grade 8","Percent","Chronically Absent Students",4.4
"North Branford School District","900953890","2016-2017","Grade 9","Percent","Chronically Absent Students",6.3
"North Branford School District","900953890","2016-2017","Grade 10","Percent","Chronically Absent Students",10.4
"North Branford School District","900953890","2016-2017","Grade 11","Percent","Chronically Absent Students",8.2
"North Branford School District","900953890","2016-2017","Grade 12","Percent","Chronically Absent Students",7.7
"North Branford School District","900953890","2017-2018","Kindergarten","Percent","Chronically Absent Students",9.3
"North Branford School District","900953890","2017-2018","Grade 1","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2017-2018","Grade 2","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2017-2018","Grade 3","Percent","Chronically Absent Students",4
"North Branford School District","900953890","2017-2018","Grade 4","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2017-2018","Grade 5","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2017-2018","Grade 6","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2017-2018","Grade 7","Percent","Chronically Absent Students",4.1
"North Branford School District","900953890","2017-2018","Grade 8","Percent","Chronically Absent Students",7
"North Branford School District","900953890","2017-2018","Grade 9","Percent","Chronically Absent Students",4.8
"North Branford School District","900953890","2017-2018","Grade 10","Percent","Chronically Absent Students",9.9
"North Branford School District","900953890","2017-2018","Grade 11","Percent","Chronically Absent Students",13.5
"North Branford School District","900953890","2017-2018","Grade 12","Percent","Chronically Absent Students",4.1
"North Branford School District","900953890","2018-2019","Kindergarten","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2018-2019","Grade 1","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2018-2019","Grade 2","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2018-2019","Grade 3","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2018-2019","Grade 4","Percent","Chronically Absent Students",4
"North Branford School District","900953890","2018-2019","Grade 5","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2018-2019","Grade 6","Percent","Chronically Absent Students",7
"North Branford School District","900953890","2018-2019","Grade 7","Percent","Chronically Absent Students",4.4
"North Branford School District","900953890","2018-2019","Grade 8","Percent","Chronically Absent Students",8.7
